序号,交易对,买入时间,买入价,买入额,卖出时间,卖出价,卖出额,数量,盈亏(USDT),收益率(%),退出原因,持仓周期,是否半仓
37,TFUELUSDT,2025-02-24 21:00:00,0.05188,395898.58,2025-02-24 21:00:00,0.05175,394906.54,7631044.29070144,-992.0358,-0.2506,阶段低点止损,0,否
38,EURIUSDT,2025-02-26 14:00:00,1.0498,395501.76,2025-02-26 14:00:00,1.0498,395501.76,376740.10620925,0.0,0.0,阶段低点止损,0,否
39,VANAUSDT,2025-02-26 16:00:00,8.695,395501.76,2025-02-26 16:00:00,8.648,393363.92,45486.11426089,-2137.8474,-0.5405,阶段低点止损,0,否
40,USDPUSDT,2025-02-27 16:00:00,1.0011,394646.62,2025-02-27 16:00:00,1.0011,394646.62,394212.99026108,0.0,0.0,阶段低点止损,0,否
41,1000SATSUSDT,2025-02-27 17:00:00,0.0001349,394646.62,2025-02-27 20:00:00,0.0001344,393183.89,2925475348.77961,-1462.7377,-0.3706,阶段低点止损,3,否
42,GUSDT,2025-02-27 20:00:00,0.02099,394529.61,2025-02-27 20:00:00,0.02093,393401.84,18796074.58486985,-1127.7645,-0.2859,阶段低点止损,0,否
43,CKBUSDT,2025-03-01 09:00:00,0.006461,393610.42,2025-03-01 09:00:00,0.006458,393427.66,60920975.65246504,-182.7629,-0.0464,阶段低点止损,0,否
44,BARUSDT,2025-03-02 14:00:00,1.732,393537.32,2025-03-02 15:00:00,1.732,393537.32,227215.54187055,0.0,0.0,MA5下跌破线,1,否
45,HBARUSDT,2025-03-02 15:00:00,0.24706,394809.73,2025-03-02 15:00:00,0.24524,391901.31,1598031.75566368,-2908.4178,-0.7367,阶段低点止损,0,否
46,KAVAUSDT,2025-03-03 13:00:00,0.4422,392373.95,2025-03-03 14:00:00,0.4412,391486.63,887322.36861527,-887.3224,-0.2261,阶段低点止损,1,否
47,NOTUSDT,2025-03-03 14:00:00,0.003025,392586.91,2025-03-03 14:00:00,0.003021,392067.79,129780796.28764899,-519.1232,-0.1322,阶段低点止损,0,否
48,USDPUSDT,2025-03-04 23:00:00,1.0014,391811.37,2025-03-05 00:00:00,1.00155,391870.06,391263.60413438,58.6895,0.015,MA5首次上升止损,1,否
49,USDPUSDT,2025-03-05 03:00:00,1.0011,391834.85,2025-03-05 03:00:00,1.0007,391678.29,391404.30426172,-156.5617,-0.04,阶段低点止损,0,否
50,DEXEUSDT,2025-03-06 04:00:00,19.057,391772.22,2025-03-06 05:00:00,19.12,393067.37,20557.91700203,1295.1488,0.3306,MA5下跌破线,1,否
51,DEXEUSDT,2025-03-06 08:00:00,18.933,392290.28,2025-03-06 08:00:00,18.88,391192.13,20719.92203117,-1098.1559,-0.2799,阶段低点止损,0,否
52,1000CHEEMSUSDT,2025-03-07 11:00:00,0.000844,391851.02,2025-03-07 11:00:00,0.000839,389529.63,464278461.4563041,-2321.3923,-0.5924,阶段低点止损,0,否
53,EURIUSDT,2025-03-08 17:00:00,1.0827,390922.46,2025-03-08 17:00:00,1.0826,390886.36,361062.588479,-36.1063,-0.0092,阶段低点止损,0,否
54,AVAUSDT,2025-03-09 19:00:00,0.681,390908.02,2025-03-09 19:00:00,0.677,388611.94,574020.59037103,-2296.0824,-0.5874,阶段低点止损,0,否
55,HMSTRUSDT,2025-03-11 02:00:00,0.002104,389989.59,2025-03-11 06:00:00,0.00214,396662.41,185356268.58273536,6672.8257,1.711,MA5首次上升止损,4,否
56,HMSTRUSDT,2025-03-11 15:00:00,0.002128,392658.72,2025-03-11 15:00:00,0.002125,392105.16,184520074.8898809,-553.5602,-0.141,阶段低点止损,0,否
57,TUSDUSDT,2025-03-13 03:00:00,0.9986,392437.3,2025-03-13 08:00:00,0.9983,392319.4,392987.47774464,-117.8962,-0.03,MA5下跌破线,5,否
58,AUCTIONUSDT,2025-03-14 09:00:00,25.38,392390.14,2025-03-14 12:00:00,25.16,388988.8,15460.60428599,-3401.3329,-0.8668,阶段低点止损,3,否
59,PNUTUSDT,2025-03-15 14:00:00,0.1976,391029.6,2025-03-15 14:00:00,0.1962,388259.15,1978894.75506732,-2770.4527,-0.7085,阶段低点止损,0,否
60,PORTOUSDT,2025-03-16 17:00:00,1.042,389921.42,2025-03-16 17:00:00,1.041,389547.22,374204.8200945,-374.2048,-0.096,阶段低点止损,0,否
61,KNCUSDT,2025-03-17 21:00:00,0.3605,389771.74,2025-03-17 21:00:00,0.3599,389123.02,1081197.61611769,-648.7186,-0.1664,阶段低点止损,0,否
62,NTRNUSDT,2025-03-19 03:00:00,0.1418,390080.13,2025-03-19 14:00:00,0.1456,400533.62,2750917.70491056,10453.4873,2.6798,MA5下跌破线,11,否
63,PUNDIXUSDT,2025-03-19 02:00:00,0.3018,389512.25,2025-03-19 15:00:00,0.3102,400353.55,1290630.39490576,10841.2953,2.7833,MA5下跌破线,13,否
64,CTKUSDT,2025-03-19 15:00:00,0.412,398856.17,2025-03-19 15:00:00,0.411,397888.07,968097.49920788,-968.0975,-0.2427,阶段低点止损,0,否
65,RLCUSDT,2025-03-20 17:00:00,1.347,397642.93,2025-03-20 17:00:00,1.343,396462.1,295206.330528,-1180.8253,-0.297,阶段低点止损,0,否
66,BONKUSDT,2025-03-21 20:00:00,1.15e-05,397170.6,2025-03-21 20:00:00,1.142e-05,394407.67,34536573660.20676,-2762.9259,-0.6957,阶段低点止损,0,否
67,ACXUSDT,2025-03-23 00:00:00,0.3167,396065.43,2025-03-23 00:00:00,0.3152,394189.52,1250601.28429192,-1875.9019,-0.4736,阶段低点止损,0,否
68,JUPUSDT,2025-03-24 05:00:00,0.5347,395315.07,2025-03-24 05:00:00,0.5342,394945.41,739321.23801136,-369.6606,-0.0935,阶段低点止损,0,否
69,SUSDT,2025-03-25 11:00:00,0.5869,395167.2,2025-03-25 11:00:00,0.5867,395032.54,673312.66266327,-134.6625,-0.0341,阶段低点止损,0,否
70,1000CHEEMSUSDT,2025-03-26 18:00:00,0.001925,395113.34,2025-03-26 18:00:00,0.001918,393676.56,205253681.40470684,-1436.7758,-0.3636,阶段低点止损,0,否
71,ACMUSDT,2025-03-28 02:00:00,0.96,394538.63,2025-03-28 03:00:00,0.968,397826.45,410977.7358293,3287.8219,0.8333,MA5下跌破线,1,否
72,PSGUSDT,2025-03-28 03:00:00,2.313,397004.49,2025-03-28 03:00:00,2.305,395631.37,171640.50705193,-1373.1241,-0.3459,阶段低点止损,0,否
73,REQUSDT,2025-03-29 12:00:00,0.1261,395304.51,2025-03-29 12:00:00,0.1254,393110.11,3134849.36977173,-2194.3946,-0.5551,阶段低点止损,0,否
74,PAXGUSDT,2025-03-31 05:00:00,3114.0,394426.75,2025-03-31 05:00:00,3111.0,394046.76,126.66241095,-379.9872,-0.0963,阶段低点止损,0,否
75,TRXUSDT,2025-04-01 16:00:00,0.2343,394274.75,2025-04-01 17:00:00,0.2337,393265.09,1682777.43410814,-1009.6665,-0.2561,阶段低点止损,1,否
76,EURIUSDT,2025-04-04 04:00:00,1.1028,393870.89,2025-04-04 08:00:00,1.1043,394406.62,357155.31939368,535.733,0.136,MA5首次上升止损,4,否
77,EURIUSDT,2025-04-04 17:00:00,1.0993,394085.18,2025-04-04 17:00:00,1.0977,393511.6,358487.38235148,-573.5798,-0.1455,阶段低点止损,0,否
78,RSRUSDT,2025-04-06 02:00:00,0.007299,393855.75,2025-04-06 03:00:00,0.007292,393478.03,53960233.93537219,-377.7216,-0.0959,MA5下跌破线,1,否
79,KAVAUSDT,2025-04-08 16:00:00,0.4111,393704.66,2025-04-08 16:00:00,0.4095,392172.36,957685.86436211,-1532.2974,-0.3892,阶段低点止损,0,否
80,ARKUSDT,2025-04-10 11:00:00,0.3515,393091.74,2025-04-10 11:00:00,0.35,391414.25,1118326.42926336,-1677.4896,-0.4267,阶段低点止损,0,否
81,HBARUSDT,2025-04-11 23:00:00,0.16646,392420.74,2025-04-11 23:00:00,0.1661,391572.06,2357447.69931823,-848.6812,-0.2163,阶段低点止损,0,否
82,NEOUSDT,2025-04-13 12:00:00,5.45,392081.27,2025-04-13 12:00:00,5.44,391361.86,71941.5177174,-719.4152,-0.1835,阶段低点止损,0,否
83,JSTUSDT,2025-04-15 03:00:00,0.03089,392592.5,2025-04-15 03:00:00,0.03087,392338.31,12709372.02048586,-254.1874,-0.0647,阶段低点止损,0,否
84,MANAUSDT,2025-04-15 02:00:00,0.2746,391793.51,2025-04-15 05:00:00,0.274,390937.44,1426778.97119061,-856.0674,-0.2185,阶段低点止损,3,否
85,ARKUSDT,2025-04-16 21:00:00,0.4804,391349.4,2025-04-16 21:00:00,0.4783,389638.68,814632.39708512,-1710.728,-0.4371,阶段低点止损,0,否
86,QIUSDT,2025-04-18 22:00:00,0.0081,390665.11,2025-04-18 22:00:00,0.00807,389218.2,48230260.7834741,-1446.9078,-0.3704,阶段低点止损,0,否
87,QKCUSDT,2025-04-20 16:00:00,0.007781,390086.35,2025-04-20 16:00:00,0.007747,388381.82,50133189.72069637,-1704.5285,-0.437,阶段低点止损,0,否
88,ACEUSDT,2025-04-22 11:00:00,0.618,389404.54,2025-04-22 11:00:00,0.616,388144.33,630104.43015621,-1260.2089,-0.3236,阶段低点止损,0,否
89,VIRTUALUSDT,2025-04-24 08:00:00,0.7263,388900.45,2025-04-24 08:00:00,0.722,386598.0,535454.29477132,-2302.4535,-0.592,阶段低点止损,0,否
90,CETUSUSDT,2025-04-26 05:00:00,0.1885,387979.47,2025-04-26 05:00:00,0.187,384892.1,2058246.54061223,-3087.3698,-0.7958,阶段低点止损,0,否
91,ADXUSDT,2025-04-28 03:00:00,0.0991,386744.52,2025-04-28 04:00:00,0.0988,385573.75,3902568.36509625,-1170.7705,-0.3027,阶段低点止损,1,否
92,BABYUSDT,2025-04-30 03:00:00,0.09076,386276.22,2025-04-30 04:00:00,0.09041,384786.61,4256018.25448685,-1489.6064,-0.3856,阶段低点止损,1,否
93,XVGUSDT,2025-04-30 04:00:00,0.005597,386940.16,2025-04-30 04:00:00,0.00556,384382.22,69133492.16096593,-2557.9392,-0.6611,阶段低点止损,0,否
94,FARMUSDT,2025-05-02 05:00:00,31.81,384657.2,2025-05-02 05:00:00,31.6,382117.81,12092.3356975,-2539.3905,-0.6602,阶段低点止损,0,否
95,QNTUSDT,2025-05-04 07:00:00,83.8,383641.44,2025-05-04 07:00:00,83.8,383641.44,4578.06017111,0.0,0.0,阶段低点止损,0,否
96,AAVEUSDT,2025-05-04 19:00:00,174.87,383641.44,2025-05-04 19:00:00,174.67,383202.67,2193.8665428,-438.7733,-0.1144,阶段低点止损,0,否
97,PSGUSDT,2025-05-07 01:00:00,2.62,383465.93,2025-05-07 01:00:00,2.611,382148.68,146361.04313573,-1317.2494,-0.3435,阶段低点止损,0,否
98,STXUSDT,2025-05-09 12:00:00,0.95,382939.03,2025-05-09 12:00:00,0.948,382132.85,403093.71922138,-806.1874,-0.2105,阶段低点止损,0,否
99,RENDERUSDT,2025-05-11 15:00:00,5.247,382616.56,2025-05-11 15:00:00,5.246,382543.64,72921.01358585,-72.921,-0.0191,阶段低点止损,0,否
100,1000CHEEMSUSDT,2025-05-13 23:00:00,0.0017,382587.39,2025-05-13 23:00:00,0.001691,380561.93,225051405.8114716,-2025.4627,-0.5294,阶段低点止损,0,否
101,CVCUSDT,2025-05-16 11:00:00,0.1342,381777.2,2025-05-16 12:00:00,0.1332,378932.37,2844837.5917927,-2844.8376,-0.7452,阶段低点止损,1,否
102,SYRUPUSDT,2025-05-19 01:00:00,0.3607,380639.27,2025-05-19 01:00:00,0.3585,378317.66,1055279.37283577,-2321.6146,-0.6099,阶段低点止损,0,否
103,MASKUSDT,2025-05-21 10:00:00,1.691,379710.62,2025-05-21 10:00:00,1.688,379036.98,224547.97394073,-673.6439,-0.1774,阶段低点止损,0,否
104,FIOUSDT,2025-05-23 19:00:00,0.01901,379441.17,2025-05-23 19:00:00,0.01897,378642.76,19960082.39689843,-798.4033,-0.2104,阶段低点止损,0,否
105,AAVEUSDT,2025-05-26 18:00:00,266.07,379121.81,2025-05-26 18:00:00,265.68,378566.1,1424.89497142,-555.709,-0.1466,阶段低点止损,0,否
106,TWTUSDT,2025-05-29 04:00:00,0.8462,378899.52,2025-05-29 04:00:00,0.8459,378765.19,447765.91991391,-134.3298,-0.0355,阶段低点止损,0,否
107,BIFIUSDT,2025-06-01 03:00:00,186.7,378845.79,2025-06-01 03:00:00,186.0,377425.37,2029.16866374,-1420.4181,-0.3749,阶段低点止损,0,否
108,DCRUSDT,2025-06-03 15:00:00,15.62,378277.62,2025-06-03 15:00:00,15.6,377793.27,24217.51743245,-484.3503,-0.128,阶段低点止损,0,否
109,TRXUSDT,2025-06-07 05:00:00,0.2767,378083.88,2025-06-07 12:00:00,0.2776,379313.65,1366403.62181225,1229.7633,0.3253,MA5下跌破线,7,否
110,ICXUSDT,2025-06-08 06:00:00,0.1553,378575.79,2025-06-08 06:00:00,0.155,377844.48,2437706.29400709,-731.3119,-0.1932,阶段低点止损,0,否
111,DODOUSDT,2025-06-10 18:00:00,0.0448,378283.26,2025-06-10 18:00:00,0.0447,377438.88,8443822.82821475,-844.3823,-0.2232,阶段低点止损,0,否
112,EURIUSDT,2025-06-13 13:00:00,1.1509,377945.51,2025-06-13 13:00:00,1.1504,377781.31,328391.26752185,-164.1956,-0.0434,阶段低点止损,0,否
113,THEUSDT,2025-06-16 04:00:00,0.2628,377879.83,2025-06-16 04:00:00,0.2616,376154.35,1437898.90234927,-1725.4787,-0.4566,阶段低点止损,0,否
114,IOTXUSDT,2025-06-19 15:00:00,0.02273,377189.64,2025-06-19 16:00:00,0.0227,376691.81,16594352.8404866,-497.8306,-0.132,阶段低点止损,1,否
115,GNSUSDT,2025-06-23 06:00:00,1.772,376990.51,2025-06-23 07:00:00,1.754,373161.03,212748.59358362,-3829.4747,-1.0158,阶段低点止损,1,否
116,YFIUSDT,2025-06-26 00:00:00,5110.0,375458.72,2025-06-26 00:00:00,5107.0,375238.29,73.47528727,-220.4259,-0.0587,阶段低点止损,0,否
117,LQTYUSDT,2025-06-28 18:00:00,1.549,375370.55,2025-06-28 18:00:00,1.547,374885.89,242330.88935549,-484.6618,-0.1291,阶段低点止损,0,否
118,SOLUSDT,2025-07-01 13:00:00,152.51,375176.68,2025-07-01 13:00:00,152.46,375053.68,2460.01365747,-123.0007,-0.0328,阶段低点止损,0,否
119,1000CHEEMSUSDT,2025-07-04 10:00:00,0.001476,375127.48,2025-07-04 10:00:00,0.001473,374365.03,254151410.99391136,-762.4542,-0.2033,阶段低点止损,0,否
120,PORTALUSDT,2025-07-04 09:00:00,0.0402,375127.48,2025-07-04 14:00:00,0.04145,386791.89,9331529.41858242,11664.4118,3.1095,MA5首次上升止损,5,否
121,DUSDT,2025-07-07 09:00:00,0.03229,379488.27,2025-07-07 09:00:00,0.03217,378077.97,11752501.25869036,-1410.3002,-0.3716,阶段低点止损,0,否
122,CELOUSDT,2025-07-10 10:00:00,0.3028,383386.76,2025-07-10 10:00:00,0.3026,383133.54,1266138.58762197,-253.2277,-0.0661,阶段低点止损,0,否
123,XLMUSDT,2025-07-10 09:00:00,0.2853,378924.15,2025-07-10 11:00:00,0.2895,384502.42,1328160.34203538,5578.2734,1.4721,MA5首次上升止损,2,否
124,ATMUSDT,2025-07-13 07:00:00,1.058,381054.16,2025-07-13 07:00:00,1.056,380333.83,360164.6161345,-720.3292,-0.189,阶段低点止损,0,否
125,FUNUSDT,2025-07-16 07:00:00,0.021801,384398.93,2025-07-16 08:00:00,0.021717,382917.83,17632169.54193454,-1481.1022,-0.3853,阶段低点止损,1,否
126,ALGOUSDT,2025-07-16 05:00:00,0.2767,380766.03,2025-07-16 09:00:00,0.28025,385651.18,1376096.97209034,4885.1443,1.283,MA5首次上升止损,4,否
127,AMPUSDT,2025-07-19 06:00:00,0.004048,383712.3,2025-07-19 06:00:00,0.00404,382953.97,94790587.09497909,-758.3247,-0.1976,阶段低点止损,0,否
128,BNBUSDT,2025-07-19 05:00:00,725.36,382127.65,2025-07-19 07:00:00,729.92,384529.91,526.81103036,2402.2583,0.6287,MA5下跌破线,2,否
129,XTZUSDT,2025-07-22 02:00:00,1.0356,382785.22,2025-07-22 02:00:00,1.0315,381269.75,369626.51836793,-1515.4687,-0.3959,阶段低点止损,0,否
130,SYRUPUSDT,2025-07-25 07:00:00,0.495,382179.03,2025-07-25 07:00:00,0.4921,379940.01,772078.85844788,-2239.0287,-0.5859,阶段低点止损,0,否
131,ETHFIUSDT,2025-07-28 05:00:00,1.263,381283.42,2025-07-28 05:00:00,1.258,379773.99,301887.11279169,-1509.4356,-0.3959,阶段低点止损,0,否
132,USDPUSDT,2025-07-31 03:00:00,1.0,380679.65,2025-07-31 14:00:00,1.00005,380698.68,380679.64923032,19.034,0.005,MA5首次上升止损,11,否
133,GNSUSDT,2025-07-31 16:00:00,1.852,380687.26,2025-07-31 19:00:00,1.852,380687.26,205554.67755038,0.0,0.0,MA5下跌破线,3,否
134,OGUSDT,2025-07-31 19:00:00,5.366,382167.26,2025-07-31 20:00:00,5.343,380529.19,71220.13725339,-1638.0632,-0.4286,阶段低点止损,1,否
135,NEXOUSDT,2025-07-31 20:00:00,1.32,380858.19,2025-07-31 20:00:00,1.315,379415.55,288528.93269145,-1442.6447,-0.3788,阶段低点止损,0,否
136,OGUSDT,2025-08-03 18:00:00,5.669,379454.98,2025-08-03 18:00:00,5.659,378785.63,66935.08197128,-669.3508,-0.1764,阶段低点止损,0,否
137,ILVUSDT,2025-08-07 01:00:00,19.85,379187.24,2025-08-07 01:00:00,19.84,378996.21,19102.63170616,-191.0263,-0.0504,阶段低点止损,0,否
138,ERAUSDT,2025-08-09 22:00:00,1.0086,379110.83,2025-08-09 22:00:00,1.0072,378584.6,375878.27566972,-526.2296,-0.1388,阶段低点止损,0,否
139,USDPUSDT,2025-08-12 23:00:00,1.0,378900.34,2025-08-12 23:00:00,1.0,378900.34,378900.33700611,0.0,0.0,阶段低点止损,0,否
140,USDPUSDT,2025-08-13 02:00:00,1.0,378900.34,2025-08-13 02:00:00,1.0,378900.34,378900.33700611,0.0,0.0,阶段低点止损,0,否
141,PROMUSDT,2025-08-13 03:00:00,9.671,378900.34,2025-08-13 03:00:00,9.638,377607.43,39179.02357627,-1292.9078,-0.3412,阶段低点止损,0,否
142,SCRUSDT,2025-08-15 22:00:00,0.379,378383.17,2025-08-15 22:00:00,0.378,377384.8,998372.49048786,-998.3725,-0.2639,阶段低点止损,0,否
143,PONDUSDT,2025-08-18 22:00:00,0.01033,377983.82,2025-08-18 22:00:00,0.01031,377252.01,36590883.33966157,-731.8177,-0.1936,阶段低点止损,0,否
144,MEMEUSDT,2025-08-21 19:00:00,0.002547,377691.1,2025-08-21 19:00:00,0.002531,375318.48,148288613.20454916,-2372.6178,-0.6282,阶段低点止损,0,否
145,SHELLUSDT,2025-08-24 17:00:00,0.1401,376742.05,2025-08-24 17:00:00,0.1399,376204.23,2689093.86657728,-537.8188,-0.1428,阶段低点止损,0,否
146,NTRNUSDT,2025-08-28 15:00:00,0.1159,381240.14,2025-08-28 15:00:00,0.115,378279.69,3289388.59099237,-2960.4497,-0.7765,阶段低点止损,0,否
147,MAVUSDT,2025-08-28 14:00:00,0.06391,376526.92,2025-08-28 18:00:00,0.06491,382418.44,5891518.12233064,5891.5181,1.5647,MA5首次上升止损,4,否
148,DEXEUSDT,2025-08-31 16:00:00,7.609,377830.44,2025-08-31 16:00:00,7.605,377631.82,49655.72864582,-198.6229,-0.0526,阶段低点止损,0,否
149,SYRUPUSDT,2025-08-31 15:00:00,0.461,377699.35,2025-08-31 17:00:00,0.4612,377863.21,819304.44805711,163.8609,0.0434,MA5下跌破线,2,否
150,SXTUSDT,2025-09-03 15:00:00,0.0739,377685.45,2025-09-03 15:00:00,0.0738,377174.37,5110763.81250795,-511.0764,-0.1353,阶段低点止损,0,否
151,PNUTUSDT,2025-09-06 14:00:00,0.2092,377481.02,2025-09-06 14:00:00,0.2091,377300.57,1804402.55827838,-180.4403,-0.0478,阶段低点止损,0,否
152,ZECUSDT,2025-09-09 13:00:00,49.57,377408.84,2025-09-09 13:00:00,49.43,376342.93,7613.65420798,-1065.9116,-0.2824,阶段低点止损,0,否
153,BBUSDT,2025-09-12 13:00:00,0.1546,376982.47,2025-09-12 13:00:00,0.1543,376250.94,2438437.73902885,-731.5313,-0.194,阶段低点止损,0,否
154,AWEUSDT,2025-09-15 16:00:00,0.06726,376689.86,2025-09-15 16:00:00,0.06713,375961.8,5600503.44818876,-728.0654,-0.1933,阶段低点止损,0,否
155,BNBUSDT,2025-09-19 02:00:00,991.61,376630.09,2025-09-19 02:00:00,990.48,376200.89,379.81675017,-429.1929,-0.114,阶段低点止损,0,否
156,REQUSDT,2025-09-19 00:00:00,0.1301,376398.64,2025-09-19 03:00:00,0.1303,376977.27,2893148.62218194,578.6297,0.1537,MA5首次上升止损,3,否
157,XVSUSDT,2025-09-22 06:00:00,6.98,377911.32,2025-09-22 06:00:00,6.97,377369.9,54142.02246476,-541.4202,-0.1433,阶段低点止损,0,否
158,AIUSDT,2025-09-22 05:00:00,0.1451,376458.41,2025-09-22 07:00:00,0.1446,375161.17,2594475.6062341,-1297.2378,-0.3446,阶段低点止损,2,否
