序号,交易对,买入时间,买入价,买入额,卖出时间,卖出价,卖出额,数量,盈亏(USDT),收益率(%),退出原因,持仓周期,是否半仓
22,PORTOUSDT,2025-02-16 01:00:00,1.299,426188.88,2025-02-16 02:00:00,1.3155,431602.37,328089.97798951,5413.4846,1.2702,MA5首次上升止损,1,否
23,EURIUSDT,2025-02-16 02:00:00,1.0479,431061.02,2025-02-16 04:00:00,1.0479,431061.02,411357.01649157,0.0,0.0,MA5下跌破线,2,否
24,OGUSDT,2025-02-16 04:00:00,3.983,428680.48,2025-02-16 08:00:00,3.90852,420664.38,107627.5377083,-8016.099,-1.8699,阶段低点止损,4,否
25,XLMUSDT,2025-02-16 06:00:00,0.3474,427220.41,2025-02-16 09:00:00,0.3482,428204.22,1229765.14141581,983.8121,0.2303,MA5首次上升止损,3,否
26,OSMOUSDT,2025-02-16 11:00:00,0.3312,425460.42,2025-02-16 13:00:00,0.3325,427130.4,1284602.71857495,1669.9835,0.3925,MA5下跌破线,2,否
27,TUSDUSDT,2025-02-16 12:00:00,0.9984,426385.33,2025-02-16 14:00:00,0.9984,426385.33,427068.64418009,0.0,0.0,MA5首次上升止损,2,否
28,ACMUSDT,2025-02-16 15:00:00,1.276,426211.91,2025-02-16 16:00:00,1.25928,420627.07,334021.87537805,-5584.8458,-1.3103,阶段低点止损,1,否
29,OSMOUSDT,2025-02-16 16:00:00,0.323,426813.15,2025-02-16 20:00:00,0.32555,430182.73,1321402.948477,3369.5775,0.7895,MA5首次上升止损,4,否
30,FTTUSDT,2025-02-16 17:00:00,2.1728,424114.97,2025-02-16 21:00:00,2.1797,425461.8,195192.82691496,1346.8305,0.3176,MA5上升后止损,4,否
31,HIVEUSDT,2025-02-16 21:00:00,0.3305,427077.18,2025-02-16 23:00:00,0.3329,430178.5,1292215.37623053,3101.3169,0.7262,MA5首次上升止损,2,否
32,WINUSDT,2025-02-17 00:00:00,8.029e-05,427216.71,2025-02-17 03:00:00,8.054e-05,428520.33,5320920520.72889,1303.6255,0.3051,MA5首次上升止损,3,否
33,STORJUSDT,2025-02-17 05:00:00,0.3597,427803.34,2025-02-17 06:00:00,0.361,429349.47,1189333.72281549,1546.1338,0.3614,MA5首次上升止损,1,否
34,GLMUSDT,2025-02-17 21:00:00,0.3251,428499.1,2025-02-17 23:00:00,0.318879,420299.49,1318053.21539397,-8199.6091,-1.9136,阶段低点止损,2,否
35,SXPUSDT,2025-02-18 03:00:00,0.2487,424809.28,2025-02-18 06:00:00,0.25055,427969.3,1708119.32549556,3160.0208,0.7439,MA5首次上升止损,3,否
36,STORJUSDT,2025-02-18 05:00:00,0.3788,427192.1,2025-02-18 06:00:00,0.3814,430124.26,1127751.06311988,2932.1528,0.6864,MA5首次上升止损,1,否
37,API3USDT,2025-02-18 10:00:00,0.975,427550.75,2025-02-18 11:00:00,0.95832,420236.35,438513.59418776,-7314.4068,-1.7108,阶段低点止损,1,否
38,GNOUSDT,2025-02-19 21:00:00,185.0,424259.27,2025-02-19 23:00:00,181.863,417065.21,2293.29335835,-7194.0613,-1.6957,阶段低点止损,2,否
39,GNOUSDT,2025-02-20 03:00:00,180.7,421021.94,2025-02-20 05:00:00,181.2,422186.92,2329.94988227,1164.9749,0.2767,MA5下跌破线,2,否
40,ARKUSDT,2025-02-20 12:00:00,0.4948,421546.18,2025-02-20 14:00:00,0.4885,416178.88,851952.6726946,-5367.3018,-1.2732,MA5下跌破线,2,否
41,ARKUSDT,2025-02-20 21:00:00,0.485,419130.9,2025-02-21 04:00:00,0.4867,420600.02,864187.41571588,1469.1186,0.3505,MA5首次上升止损,7,否
42,ZECUSDT,2025-02-21 03:00:00,36.83,418236.46,2025-02-21 06:00:00,36.3726,413042.29,11355.86376994,-5194.1721,-1.2419,阶段低点止损,3,否
43,ASTRUSDT,2025-02-22 06:00:00,0.0426,417082.78,2025-02-22 08:00:00,0.0427,418061.85,9790675.59981204,979.0676,0.2347,MA5上升后止损,2,否
44,TNSRUSDT,2025-02-22 09:00:00,0.4597,425183.31,2025-02-22 11:00:00,0.46525,430316.58,924914.74053805,5133.2768,1.2073,MA5首次上升止损,2,否
45,SEIUSDT,2025-02-22 05:00:00,0.2526,417454.62,2025-02-22 14:00:00,0.2729,451003.03,1652631.12650616,33548.4119,8.0364,MA5下跌破线,9,否
46,BANDUSDT,2025-02-22 12:00:00,1.071,439392.22,2025-02-22 18:00:00,1.0735,440417.88,410263.51531343,1025.6588,0.2334,MA5首次上升止损,6,否
47,VANAUSDT,2025-02-22 20:00:00,6.231,442450.02,2025-02-22 20:00:00,6.13899,435916.58,71007.86636859,-6533.4338,-1.4766,阶段低点止损,0,否
48,CVXUSDT,2025-02-22 17:00:00,2.604,434748.11,2025-02-23 06:00:00,2.732,456118.21,166953.95818621,21370.1066,4.9155,MA5下跌破线,13,否
49,RUNEUSDT,2025-02-23 10:00:00,1.35,455717.25,2025-02-23 16:00:00,1.366,461118.34,337568.33102889,5401.0933,1.1852,MA5首次上升止损,6,否
50,PROMUSDT,2025-02-22 23:00:00,6.053,439885.62,2025-02-23 17:00:00,6.574,477747.9,72672.33050479,37862.2842,8.6073,MA5下跌破线,18,否
51,BOMEUSDT,2025-02-23 20:00:00,0.002101,461908.53,2025-02-23 22:00:00,0.002094,460369.57,219851752.48740038,-1538.9623,-0.3332,MA5下跌破线,2,否
52,PEOPLEUSDT,2025-02-23 22:00:00,0.02135,463293.6,2025-02-23 23:00:00,0.020988,455438.22,21699934.33333484,-7855.3762,-1.6956,阶段低点止损,1,否
53,RUNEUSDT,2025-02-23 23:00:00,1.318,459848.9,2025-02-24 02:00:00,1.321,460895.6,348899.01600356,1046.697,0.2276,MA5首次上升止损,3,否
54,ANIMEUSDT,2025-02-24 00:00:00,0.026,456582.05,2025-02-24 04:00:00,0.0268,470630.73,17560847.99047621,14048.6784,3.0769,MA5首次上升止损,4,否
55,TRUUSDT,2025-02-24 04:00:00,0.0499,470795.9,2025-02-24 05:00:00,0.0499,470795.9,9434787.65285652,0.0,0.0,MA5首次上升止损,1,否
56,OGNUSDT,2025-02-24 10:00:00,0.0811,464474.0,2025-02-24 11:00:00,0.079992,458128.29,5727176.30827335,-6345.7113,-1.3662,阶段低点止损,1,否
57,GLMUSDT,2025-02-24 12:00:00,0.3421,461618.43,2025-02-24 16:00:00,0.337392,455265.61,1349366.93508817,-6352.8195,-1.3762,阶段低点止损,4,否
58,OSMOUSDT,2025-02-24 13:00:00,0.3418,460707.61,2025-02-24 16:00:00,0.3391,457068.31,1347886.50032908,-3639.2936,-0.7899,MA5下跌破线,3,否
59,QNTUSDT,2025-02-27 08:00:00,101.5,457121.98,2025-02-27 14:00:00,101.5,457121.98,4503.66480401,0.0,0.0,MA5首次上升止损,6,否
60,GUSDT,2025-02-27 23:00:00,0.0203,457101.43,2025-02-28 03:00:00,0.0200475,451415.81,22517311.80890486,-5685.6212,-1.2438,阶段低点止损,4,否
61,USDPUSDT,2025-02-27 20:00:00,1.0011,457121.98,2025-02-28 08:00:00,1.0011,457121.98,456619.69594155,0.0,0.0,MA5首次上升止损,12,否
62,COOKIEUSDT,2025-02-28 08:00:00,0.2187,454584.0,2025-02-28 08:00:00,0.21582,448597.7,2078573.36963474,-5986.2913,-1.3169,阶段低点止损,0,否
63,REZUSDT,2025-02-28 09:00:00,0.01996,451869.62,2025-02-28 09:00:00,0.0195921,443540.82,22638758.36501766,-8328.7992,-1.8432,阶段低点止损,0,否
64,COOKIEUSDT,2025-02-28 12:00:00,0.2075,448121.66,2025-02-28 12:00:00,0.204138,440861.01,2159622.44493799,-7260.6507,-1.6202,阶段低点止损,0,否
65,BCHUSDT,2025-03-01 23:00:00,310.0,444659.18,2025-03-02 01:00:00,310.35,445161.22,1434.38445686,502.0346,0.1129,MA5首次上升止损,2,否
66,BERAUSDT,2025-03-01 22:00:00,8.205,444854.36,2025-03-02 03:00:00,8.214,445342.32,54217.47282482,487.9573,0.1097,MA5上升后止损,5,否
67,PENGUUSDT,2025-03-02 02:00:00,0.008751,445080.28,2025-03-02 07:00:00,0.00876,445538.02,50860505.09423384,457.7445,0.1028,MA5上升后止损,5,否
68,APTUSDT,2025-03-02 13:00:00,6.25,445505.85,2025-03-02 18:00:00,6.25,445505.85,71280.93534243,0.0,0.0,MA5首次上升止损,5,否
69,ALGOUSDT,2025-03-03 17:00:00,0.2675,445505.85,2025-03-03 22:00:00,0.27175,452583.98,1665442.41454285,7078.1303,1.5888,MA5首次上升止损,5,否
70,MOVEUSDT,2025-03-03 18:00:00,0.4714,445730.68,2025-03-03 22:00:00,0.47575,449843.81,945546.62837543,4113.1278,0.9228,MA5首次上升止损,4,否
71,DOGSUSDT,2025-03-03 23:00:00,0.0001777,450541.91,2025-03-04 02:00:00,0.00017563,445283.48,2535407495.965508,-5258.4351,-1.1671,阶段低点止损,3,否
72,PIVXUSDT,2025-03-04 02:00:00,0.1839,449286.89,2025-03-04 02:00:00,0.181962,444552.15,2443104.32475567,-4734.7362,-1.0538,阶段低点止损,0,否
73,COTIUSDT,2025-03-04 06:00:00,0.08118,446044.98,2025-03-04 07:00:00,0.08235,452473.57,5494518.16870494,6428.5863,1.4412,MA5下跌破线,1,否
74,USDPUSDT,2025-03-05 00:00:00,1.0017,448937.85,2025-03-05 00:00:00,1.0016,448893.03,448175.94963691,-44.8176,-0.01,MA5上升后止损,0,否
75,USDPUSDT,2025-03-05 03:00:00,1.0011,448917.68,2025-03-05 08:00:00,1.001,448872.84,448424.41397818,-44.8424,-0.01,MA5上升后止损,5,否
76,DEXEUSDT,2025-03-06 10:00:00,18.872,448897.5,2025-03-06 12:00:00,18.995,451823.23,23786.42972313,2925.7309,0.6518,MA5首次上升止损,2,否
77,XNOUSDT,2025-03-06 16:00:00,1.196,450214.08,2025-03-06 17:00:00,1.2,451719.81,376433.17777601,1505.7327,0.3344,MA5首次上升止损,1,否
78,ETCUSDT,2025-03-07 01:00:00,20.12,450891.66,2025-03-07 01:00:00,19.9089,446160.88,22410.12228331,-4730.7768,-1.0492,阶段低点止损,0,否
79,AAVEUSDT,2025-03-07 02:00:00,211.83,448762.81,2025-03-07 06:00:00,211.01,447025.64,2118.50451199,-1737.1737,-0.3871,MA5下跌破线,4,否
80,ETCUSDT,2025-03-07 04:00:00,19.95,448810.48,2025-03-07 07:00:00,20.015,450272.77,22496.76577069,1462.2898,0.3258,MA5首次上升止损,3,否
81,AEURUSDT,2025-03-08 09:00:00,1.031,448639.11,2025-03-08 18:00:00,1.0267,446767.97,435149.4791539,-1871.1428,-0.4171,MA5上升后止损,9,否
82,EURIUSDT,2025-03-08 15:00:00,1.083,447620.86,2025-03-08 21:00:00,1.0829,447579.53,413315.66318231,-41.3316,-0.0092,MA5首次上升止损,6,否
83,DGBUSDT,2025-03-09 22:00:00,0.0101,447778.5,2025-03-09 23:00:00,0.0099594,441545.07,44334504.90699615,-6233.4314,-1.3921,阶段低点止损,1,否
84,HMSTRUSDT,2025-03-11 19:00:00,0.002128,444973.46,2025-03-11 20:00:00,0.0021315,445705.32,209104067.40375724,731.8642,0.1645,MA5首次上升止损,1,否
85,RADUSDT,2025-03-12 12:00:00,0.856,445302.79,2025-03-12 14:00:00,0.84447,439304.73,520213.5447913,-5998.0622,-1.347,阶段低点止损,2,否
86,EURIUSDT,2025-03-12 15:00:00,1.0894,442603.67,2025-03-12 18:00:00,1.0908,443172.46,406282.05100441,568.7949,0.1285,MA5首次上升止损,3,否
87,TUSDUSDT,2025-03-13 08:00:00,0.9986,442859.62,2025-03-13 19:00:00,0.99895,443014.84,443480.49675179,155.2182,0.035,MA5首次上升止损,11,否
88,RADUSDT,2025-03-14 14:00:00,0.871,442929.47,2025-03-14 15:00:00,0.8755,445217.86,508529.81886863,2288.3842,0.5166,MA5首次上升止损,1,否
89,MDTUSDT,2025-03-14 23:00:00,0.02931,443959.25,2025-03-15 05:00:00,0.03048,461681.26,15147023.03370136,17722.0169,3.9918,MA5下跌破线,6,否
90,GMTUSDT,2025-03-15 10:00:00,0.0496,451934.15,2025-03-15 15:00:00,0.0497,452845.31,9111575.66018207,911.1576,0.2016,MA5首次上升止损,5,否
91,BANANAUSDT,2025-03-15 20:00:00,16.71,452344.17,2025-03-15 22:00:00,17.005,460329.9,27070.2677229,7985.729,1.7654,MA5首次上升止损,2,否
92,OGUSDT,2025-03-16 03:00:00,4.243,455937.75,2025-03-16 08:00:00,4.284,460343.47,107456.45809332,4405.7148,0.9663,MA5首次上升止损,5,否
93,GMXUSDT,2025-03-16 14:00:00,16.39,457920.32,2025-03-16 14:00:00,16.1667,451681.54,27939.0069153,-6238.7802,-1.3624,阶段低点止损,0,否
94,SUSDT,2025-03-16 17:00:00,0.5299,454134.84,2025-03-16 17:00:00,0.522126,447472.36,857019.88294681,-6662.4726,-1.4671,阶段低点止损,0,否
95,PORTOUSDT,2025-03-16 16:00:00,1.047,455112.87,2025-03-16 18:00:00,1.03059,447979.73,434682.78150133,-7133.1444,-1.5673,阶段低点止损,2,否
96,GMXUSDT,2025-03-16 18:00:00,16.04,449767.47,2025-03-16 18:00:00,15.8499,444437.0,28040.36611941,-5330.4736,-1.1852,阶段低点止损,0,否
97,SCUSDT,2025-03-16 21:00:00,0.003282,446506.13,2025-03-17 02:00:00,0.0033035,449431.14,136046962.66169962,2925.0097,0.6551,MA5首次上升止损,5,否
98,TONUSDT,2025-03-16 22:00:00,3.335,445281.71,2025-03-17 03:00:00,3.3725,450288.62,133517.75376064,5006.9158,1.1244,MA5首次上升止损,5,否
99,NOTUSDT,2025-03-17 03:00:00,0.002407,451367.28,2025-03-17 03:00:00,0.00236313,443140.66,187522759.5271272,-8226.6235,-1.8226,阶段低点止损,0,否
100,MBLUSDT,2025-03-17 04:00:00,0.002241,446373.52,2025-03-17 07:00:00,0.00224,446174.33,199184969.81568775,-199.185,-0.0446,MA5下跌破线,3,否
101,SPELLUSDT,2025-03-17 06:00:00,0.0007015,445746.08,2025-03-17 07:00:00,0.0006927,440156.31,635418509.910245,-5589.7766,-1.254,阶段低点止损,1,否
102,REDUSDT,2025-03-17 10:00:00,0.7452,443768.48,2025-03-17 10:00:00,0.732996,436500.97,595502.5290342,-7267.5129,-1.6377,阶段低点止损,0,否
103,JUVUSDT,2025-03-17 16:00:00,1.139,440498.1,2025-03-17 16:00:00,1.12662,435710.25,386741.09205209,-4787.8547,-1.0869,阶段低点止损,0,否
104,TONUSDT,2025-03-17 22:00:00,3.42,438166.66,2025-03-17 23:00:00,3.4395,440664.98,128118.9062172,2498.3187,0.5702,MA5首次上升止损,1,否
105,JUVUSDT,2025-03-17 21:00:00,1.115,438343.57,2025-03-18 01:00:00,1.116,438736.7,393133.24594037,393.1332,0.0897,MA5首次上升止损,4,否
106,BERAUSDT,2025-03-18 01:00:00,6.517,439644.72,2025-03-18 07:00:00,6.62,446593.23,67461.21261105,6948.5049,1.5805,MA5下跌破线,6,否
107,BBUSDT,2025-03-18 13:00:00,0.1233,443611.07,2025-03-18 17:00:00,0.1236,444690.42,3597818.93348689,1079.3457,0.2433,MA5首次上升止损,4,否
108,CRVUSDT,2025-03-18 12:00:00,0.4272,442771.55,2025-03-18 21:00:00,0.4323,448057.45,1036450.25700085,5285.8963,1.1938,MA5下跌破线,9,否
109,ARKUSDT,2025-03-18 23:00:00,0.3411,445635.91,2025-03-19 01:00:00,0.334818,437428.68,1306467.04393609,-8207.226,-1.8417,阶段低点止损,2,否
110,NMRUSDT,2025-03-19 12:00:00,10.14,448995.26,2025-03-19 14:00:00,10.185,450987.85,44279.61190236,1992.5825,0.4438,MA5首次上升止损,2,否
111,STRAXUSDT,2025-03-19 02:00:00,0.04258,441942.66,2025-03-19 16:00:00,0.04328,449208.04,10379113.59793558,7265.3795,1.644,MA5下跌破线,14,否
112,NMRUSDT,2025-03-19 17:00:00,9.93,446108.74,2025-03-19 21:00:00,9.8109,440758.13,44925.35145262,-5350.6094,-1.1994,阶段低点止损,4,否
113,CTKUSDT,2025-03-19 18:00:00,0.4058,445704.41,2025-03-19 21:00:00,0.4069,446912.58,1098335.16944652,1208.1687,0.2711,MA5上升后止损,3,否
114,SUNUSDT,2025-03-19 22:00:00,0.01675,444244.64,2025-03-19 23:00:00,0.0164835,437176.51,26522068.15655179,-7068.1312,-1.591,阶段低点止损,1,否
115,AVAXUSDT,2025-03-20 13:00:00,19.2,441063.98,2025-03-20 17:00:00,19.25,442212.59,22972.08242701,1148.6041,0.2604,MA5首次上升止损,4,否
116,CRVUSDT,2025-03-20 15:00:00,0.4511,440650.49,2025-03-20 18:00:00,0.445599,435276.91,976835.4801926,-5373.572,-1.2195,阶段低点止损,3,否
117,DUSDT,2025-03-20 18:00:00,0.06077,440569.83,2025-03-20 18:00:00,0.0601425,436020.59,7249791.50454462,-4549.2442,-1.0326,阶段低点止损,0,否
118,COTIUSDT,2025-03-20 19:00:00,0.06912,437115.59,2025-03-20 21:00:00,0.069645,440435.69,6324010.23130262,3320.1054,0.7595,MA5首次上升止损,2,否
119,SFPUSDT,2025-03-20 20:00:00,0.5444,439363.77,2025-03-20 23:00:00,0.5413,436861.89,807060.56727565,-2501.8878,-0.5694,MA5下跌破线,3,否
120,QTUMUSDT,2025-03-20 22:00:00,2.245,438827.54,2025-03-20 23:00:00,2.225,434918.16,195468.83784318,-3909.3768,-0.8909,MA5下跌破线,1,否
121,CETUSUSDT,2025-03-21 05:00:00,0.1125,435724.57,2025-03-21 07:00:00,0.110781,429066.69,3873107.24953639,-6657.8714,-1.528,阶段低点止损,2,否
122,DIAUSDT,2025-03-21 09:00:00,0.4288,432728.52,2025-03-21 11:00:00,0.42174,425603.84,1009161.66851671,-7124.6814,-1.6465,阶段低点止损,2,否
123,SCUSDT,2025-03-21 14:00:00,0.003437,429522.42,2025-03-21 16:00:00,0.00338382,422876.5,124970153.28457606,-6645.9128,-1.5473,阶段低点止损,2,否
124,AMPUSDT,2025-03-21 22:00:00,0.004166,426531.76,2025-03-22 02:00:00,0.00409761,419529.71,102384002.90466508,-7002.042,-1.6416,阶段低点止损,4,否
125,KAVAUSDT,2025-03-22 00:00:00,0.5389,423951.68,2025-03-22 06:00:00,0.54195,426351.11,786698.23571653,2399.4296,0.566,MA5首次上升止损,6,否
126,1000CHEEMSUSDT,2025-03-22 11:00:00,0.001441,424460.58,2025-03-22 14:00:00,0.0014585,429615.38,294559736.67450607,5154.7954,1.2144,MA5首次上升止损,3,否
127,FORTHUSDT,2025-03-22 20:00:00,2.905,426780.24,2025-03-22 23:00:00,2.9065,427000.61,146912.30240078,220.3685,0.0516,MA5首次上升止损,3,否
128,AGLDUSDT,2025-03-23 00:00:00,1.006,426879.4,2025-03-23 02:00:00,1.0115,429213.24,424333.40385526,2333.8337,0.5467,MA5首次上升止损,2,否
129,ACXUSDT,2025-03-23 04:00:00,0.3129,427929.63,2025-03-23 05:00:00,0.306801,419588.49,1367624.25520274,-8341.1403,-1.9492,阶段低点止损,1,否
130,DOGSUSDT,2025-03-23 05:00:00,0.0001611,426821.85,2025-03-23 05:00:00,0.0001583,419406.12,2649421811.3359594,-7415.7316,-1.7374,阶段低点止损,0,否
131,MEUSDT,2025-03-23 07:00:00,1.186,421733.86,2025-03-23 09:00:00,1.17216,416812.45,355593.4758288,-4921.4137,-1.1669,阶段低点止损,2,否
132,TURBOUSDT,2025-03-23 06:00:00,0.002328,420839.04,2025-03-23 12:00:00,0.002339,422827.54,180772782.2426342,1988.5006,0.4725,MA5首次上升止损,6,否
133,ZROUSDT,2025-03-23 13:00:00,3.139,418077.1,2025-03-23 14:00:00,3.07692,409808.79,133187.99103705,-8268.3105,-1.9777,阶段低点止损,1,否
134,APTUSDT,2025-03-23 11:00:00,5.641,420414.05,2025-03-23 16:00:00,5.6435,420600.37,74528.28424705,186.3207,0.0443,MA5首次上升止损,5,否
135,BANANAUSDT,2025-03-23 15:00:00,24.19,415261.88,2025-03-23 17:00:00,23.8491,409409.76,17166.67560154,-5852.1197,-1.4093,阶段低点止损,2,否
136,ARPAUSDT,2025-03-23 17:00:00,0.02943,417659.08,2025-03-23 20:00:00,0.029615,420284.53,14191609.97935501,2625.4478,0.6286,MA5首次上升止损,3,否
137,UMAUSDT,2025-03-23 18:00:00,1.399,413312.74,2025-03-23 20:00:00,1.4,413608.17,295434.40967971,295.4344,0.0715,MA5下跌破线,2,否
138,ARKMUSDT,2025-03-23 21:00:00,0.607,414563.27,2025-03-24 01:00:00,0.605,413197.33,682970.79721934,-1365.9416,-0.3295,MA5下跌破线,4,否
139,UMAUSDT,2025-03-23 23:00:00,1.372,414255.94,2025-03-24 01:00:00,1.35729,409814.46,301935.81417886,-4441.4758,-1.0722,阶段低点止损,2,否
140,ILVUSDT,2025-03-24 03:00:00,14.61,411725.51,2025-03-24 07:00:00,14.69,413979.99,28181.07516368,2254.486,0.5476,MA5首次上升止损,4,否
141,GUSDT,2025-03-24 02:00:00,0.01652,411949.94,2025-03-24 14:00:00,0.01714,427410.53,24936436.80827402,15460.5908,3.753,MA5下跌破线,12,否
142,API3USDT,2025-03-24 18:00:00,1.251,419921.72,2025-03-24 19:00:00,1.23255,413728.63,335668.84144531,-6193.0901,-1.4748,阶段低点止损,1,否
143,FARMUSDT,2025-03-24 21:00:00,32.88,417134.83,2025-03-24 21:00:00,32.472,411958.7,12686.58242372,-5176.1256,-1.2409,阶段低点止损,0,否
144,FARMUSDT,2025-03-25 00:00:00,32.53,414805.57,2025-03-25 00:00:00,31.977,407754.01,12751.47782229,-7051.5672,-1.7,阶段低点止损,0,否
145,AIXBTUSDT,2025-03-25 06:00:00,0.1191,411632.37,2025-03-25 06:00:00,0.117216,405120.9,3456191.16962986,-6511.4642,-1.5819,阶段低点止损,0,否
146,ZRXUSDT,2025-03-25 15:00:00,0.2829,411355.42,2025-03-25 20:00:00,0.284,412954.9,1454066.538609,1599.4732,0.3888,MA5首次上升止损,5,否
147,BOMEUSDT,2025-03-25 13:00:00,0.001525,408702.21,2025-03-26 10:00:00,0.001588,425586.3,268001448.8061012,16884.0913,4.1311,MA5下跌破线,21,否
148,BNBUSDT,2025-03-26 06:00:00,630.37,418467.02,2025-03-26 10:00:00,631.05,418918.43,663.84349075,451.4136,0.1079,MA5首次上升止损,4,否
149,1000CHEEMSUSDT,2025-03-26 18:00:00,0.001925,417222.95,2025-03-26 20:00:00,0.00189882,411548.72,216739194.5702534,-5674.2321,-1.36,阶段低点止损,2,否
150,MOVEUSDT,2025-03-26 22:00:00,0.5151,414669.55,2025-03-26 22:00:00,0.508662,409486.78,805027.26673754,-5182.7655,-1.2499,阶段低点止损,0,否
151,BELUSDT,2025-03-27 00:00:00,0.7758,412337.3,2025-03-27 02:00:00,0.766557,407424.65,531499.48517922,-4912.6497,-1.1914,阶段低点止损,2,否
152,SHIBUSDT,2025-03-27 08:00:00,1.421e-05,409575.69,2025-03-27 14:00:00,1.439e-05,414763.84,28823060652.9882,5188.1509,1.2667,MA5下跌破线,6,否
153,VANRYUSDT,2025-03-27 06:00:00,0.0335,410126.61,2025-03-27 15:00:00,0.0346,423593.45,12242585.31995105,13466.8439,3.2836,MA5下跌破线,9,否
154,PSGUSDT,2025-03-28 03:00:00,2.313,418521.36,2025-03-28 07:00:00,2.3175,419335.6,180943.08511225,814.2439,0.1946,MA5首次上升止损,4,否
155,SAGAUSDT,2025-03-28 08:00:00,0.4028,418887.77,2025-03-28 08:00:00,0.397188,413051.62,1039939.83518366,-5836.1424,-1.3932,阶段低点止损,0,否
156,ORCAUSDT,2025-03-29 03:00:00,2.642,416261.5,2025-03-29 05:00:00,2.654,418152.17,157555.45100386,1890.6654,0.4542,MA5下跌破线,2,否
157,FUNUSDT,2025-03-31 15:00:00,0.004847,417112.3,2025-03-31 15:00:00,0.00478467,411748.45,86055766.65723711,-5363.8559,-1.286,阶段低点止损,0,否
