序号,交易对,买入时间,买入价,买入额,卖出时间,卖出价,卖出额,数量,盈亏(USDT),收益率(%),退出原因,持仓周期,是否半仓
1,OMUSDT,2025-02-01 02:00:00,5.2354,450000.0,2025-02-01 02:00:00,5.194298,446467.15,85953.31779807,-3532.8533,-0.7851,阶段低点止损,0,否
2,OMUSDT,2025-02-08 10:00:00,5.9856,448410.22,2025-02-08 10:00:00,5.9103995,442776.58,74914.83160073,-5633.6328,-1.2564,阶段低点止损,0,否
3,OMUSDT,2025-02-08 13:00:00,5.9032,445875.08,2025-02-08 15:00:00,5.8944,445210.41,75531.08166285,-664.6735,-0.1491,MA5下跌破线,2,否
4,OMUSDT,2025-02-11 04:00:00,6.0474,445575.98,2025-02-11 09:00:00,6.0639,446791.71,73680.58639891,1215.7297,0.2728,MA5首次上升止损,5,否
5,TFUELUSDT,2025-02-11 21:00:00,0.05178,446123.06,2025-02-11 21:00:00,0.051143,440634.83,8615740.7598061,-5488.2269,-1.2302,阶段低点止损,0,否
6,LISTAUSDT,2025-02-11 22:00:00,0.2581,443653.35,2025-02-11 22:00:00,0.2558145,439724.76,1718920.39695452,-3928.5926,-0.8855,阶段低点止损,0,否
7,STORJUSDT,2025-02-12 00:00:00,0.3382,441885.49,2025-02-12 01:00:00,0.335116,437855.99,1306580.3897064,-4029.4939,-0.9119,阶段低点止损,1,否
8,COOKIEUSDT,2025-02-12 01:00:00,0.222,441238.73,2025-02-12 01:00:00,0.2193975,436066.1,1987561.84912522,-5172.6297,-1.1723,阶段低点止损,0,否
9,SUNUSDT,2025-02-12 02:00:00,0.01967,437744.53,2025-02-12 02:00:00,0.0195617,435334.38,22254424.61430159,-2410.1542,-0.5506,阶段低点止损,0,否
10,MOVRUSDT,2025-02-12 03:00:00,7.424,436659.96,2025-02-12 03:00:00,7.3829,434242.57,58817.34412443,-2417.3928,-0.5536,阶段低点止损,0,否
11,IOTAUSDT,2025-02-12 04:00:00,0.2317,435572.14,2025-02-12 06:00:00,0.2327,437452.03,1879897.00474818,1879.897,0.4316,MA5下跌破线,2,否
12,SCRUSDT,2025-02-12 05:00:00,0.627,436841.07,2025-02-12 06:00:00,0.621875,433270.4,696716.21447904,-3570.6706,-0.8174,阶段低点止损,1,否
13,JSTUSDT,2025-02-12 08:00:00,0.03419,436920.88,2025-02-12 08:00:00,0.03389965,433210.44,12779201.06544694,-3710.441,-0.8492,阶段低点止损,0,否
14,NMRUSDT,2025-02-12 07:00:00,11.13,434811.29,2025-02-12 10:00:00,11.19,437155.28,39066.60268487,2343.9962,0.5391,MA5首次上升止损,3,否
15,TRXUSDT,2025-02-12 09:00:00,0.2409,436833.38,2025-02-12 12:00:00,0.2388995,433205.8,1813339.07585371,-3627.5848,-0.8304,阶段低点止损,3,否
