trade_date,is_turn,expected_trend,sig_avg,sig_margin,sig_turnover,sig_index,sig_oamv,score_4f,score_5f,judge_4f,judge_5f,oamv_zdf
20260327,False,空头,-1,-1,0,-1,0,-3.0,-3.0,空头,空头,-0.2951668199804496
20260330,False,空头,-1,-1,0,-1,0,-3.0,-3.0,空头,空头,-1.2680680318071067
20260331,False,空头,-1,-1,0,-1,-1,-3.0,-4.5,空头,空头,-3.054089626132507
20260401,False,空头,-1,-1,0,-1,0,-3.0,-3.0,空头,空头,0.9721483516572258
20260402,False,空头,-1,-1,0,-1,-1,-3.0,-4.5,空头,空头,-2.915703723663567
20260403,False,空头,-1,-1,0,-1,-1,-3.0,-4.5,空头,空头,-3.403725917060844
20260407,False,空头,-1,-1,0,-1,0,-3.0,-3.0,空头,空头,-1.3053288681401185
20260408,True,,-1,-1,0,-1,1,-3.0,-1.5,空头,空头,6.450598162931081
20260409,False,多头,-1,-1,-1,-1,0,-3.8,-3.8,空头,空头,-1.1359322470960296
20260410,False,多头,-1,-1,-1,0,1,-2.8,-1.2999999999999998,空头,空头,2.0565288489059466
20260413,False,多头,-1,-1,1,1,0,-0.19999999999999996,-0.19999999999999996,空头,空头,-0.3943229985077466
20260414,False,多头,-1,-1,1,1,0,-0.19999999999999996,-0.19999999999999996,空头,空头,1.471472933755283
20260415,False,多头,-1,-1,1,1,0,-0.19999999999999996,-0.19999999999999996,空头,空头,-0.3893923942207308
20260416,False,多头,-1,1,1,1,0,1.8,1.8,空头,空头,1.8264480263722644
