序号,交易对,买入时间,买入价,买入额,卖出时间,卖出价,卖出额,数量,盈亏(USDT),收益率(%),退出原因,持仓周期,是否半仓
23,GLMUSDT,2026-01-29 03:00:00,0.2337,456982.63,2026-01-29 04:00:00,0.230769,451251.28,1955424.17835879,-5731.3483,-1.2542,阶段低点止损,1,否
24,FOGOUSDT,2026-01-29 01:00:00,0.04157,452101.77,2026-01-29 06:00:00,0.042495,462161.76,10875673.93622181,10059.9984,2.2252,MA5首次上升止损,5,否
25,AVNTUSDT,2026-01-29 05:00:00,0.3211,455871.74,2026-01-29 06:00:00,0.317592,450891.37,1419718.90297039,-4980.3739,-1.0925,阶段低点止损,1,否
26,DUSDT,2026-01-29 07:00:00,0.01284,451501.66,2026-01-29 07:00:00,0.0126423,444549.8,35163680.55378097,-6951.8596,-1.5397,阶段低点止损,0,否
27,JTOUSDT,2026-01-29 08:00:00,0.425,448373.32,2026-01-29 08:00:00,0.41778,440756.25,1054996.05051784,-7617.0715,-1.6988,阶段低点止损,0,否
28,ONTUSDT,2026-01-29 09:00:00,0.0604,444945.64,2026-01-29 10:00:00,0.059697,439766.88,7366649.65731702,-5178.7547,-1.1639,阶段低点止损,1,否
29,FOGOUSDT,2026-01-29 10:00:00,0.03991,442956.64,2026-01-29 11:00:00,0.0394812,438197.44,11098888.5967044,-4759.2034,-1.0744,阶段低点止损,1,否
30,SYNUSDT,2026-01-29 11:00:00,0.0591,441116.85,2026-01-29 11:00:00,0.058311,435227.83,7463906.08667175,-5889.0219,-1.335,阶段低点止损,0,否
31,METISUSDT,2026-01-29 12:00:00,4.87,437823.5,2026-01-29 15:00:00,4.975,447263.22,89902.15570496,9439.7263,2.1561,MA5首次上升止损,3,否
32,JTOUSDT,2026-01-29 13:00:00,0.3971,439846.3,2026-01-29 16:00:00,0.38907,430951.9,1107646.17674773,-8894.3988,-2.0222,阶段低点止损,3,否
33,WLDUSDT,2026-01-29 16:00:00,0.5077,439329.95,2026-01-29 16:00:00,0.500346,432966.29,865333.76177422,-6363.6645,-1.4485,阶段低点止损,0,否
34,REDUSDT,2026-01-29 17:00:00,0.2626,435205.25,2026-01-29 23:00:00,0.26635,441420.1,1657293.39932485,6214.8502,1.428,MA5首次上升止损,6,否
35,HUMAUSDT,2026-01-29 18:00:00,0.02478,435951.03,2026-01-29 23:00:00,0.024955,439029.78,17592858.30074258,3078.7502,0.7062,MA5首次上升止损,5,否
36,AEURUSDT,2026-01-30 00:00:00,1.1876,439387.37,2026-01-30 04:00:00,1.1992,443679.13,369979.25805427,4291.7594,0.9768,MA5首次上升止损,4,否
37,AEURUSDT,2026-01-30 13:00:00,1.1953,220659.33,2026-01-30 13:00:00,1.2149,224277.6,184605.81385104,3618.274,1.6398,阶段止盈,0,是
38,SYNUSDT,2026-01-30 14:00:00,0.0629,444309.27,2026-01-30 14:00:00,0.061776,436369.63,7063740.42570237,-7939.6442,-1.787,阶段低点止损,0,否
39,AEURUSDT,2026-01-30 13:00:00,1.1953,220659.33,2026-01-30 21:00:00,1.2035,222173.1,184605.81385104,1513.7677,0.686,阶段止盈后止损,8,否
40,ROSEUSDT,2026-01-30 21:00:00,0.02086,440811.2,2026-01-30 21:00:00,0.0204534,432218.97,21131888.69721806,-8592.2259,-1.9492,阶段低点止损,0,否
41,AEURUSDT,2026-01-31 01:00:00,1.206,436188.74,2026-01-31 10:00:00,1.2103,437743.97,361682.20210723,1555.2335,0.3566,MA5下跌破线,9,否
42,BABYUSDT,2026-01-31 07:00:00,0.01835,437555.89,2026-01-31 14:00:00,0.01815,432786.89,23845007.87276752,-4769.0016,-1.0899,MA5下跌破线,7,否
43,THEUSDT,2026-01-31 15:00:00,0.2831,458671.77,2026-01-31 16:00:00,0.279675,453122.67,1620175.80556805,-5549.1021,-1.2098,阶段低点止损,1,否
44,ENSOUSDT,2026-01-31 17:00:00,1.558,459681.54,2026-01-31 18:00:00,1.52559,450119.11,295045.92078148,-9562.4383,-2.0802,阶段低点止损,1,否
45,INITUSDT,2026-01-31 19:00:00,0.1017,453315.58,2026-01-31 19:00:00,0.099792,444810.9,4457380.36038224,-8504.6817,-1.8761,阶段低点止损,0,否
46,SYNUSDT,2026-01-31 12:00:00,0.095,435493.66,2026-01-31 20:00:00,0.0994,455663.89,4584143.7667562,20170.2326,4.6316,MA5首次上升止损,8,否
47,EDUUSDT,2026-01-31 20:00:00,0.1541,448663.33,2026-01-31 22:00:00,0.15475,450555.81,2911507.65733571,1892.48,0.4218,MA5首次上升止损,2,否
48,ENSOUSDT,2026-01-31 21:00:00,1.455,433715.92,2026-01-31 23:00:00,1.469,437889.13,298086.5403168,4173.2116,0.9622,MA5下跌破线,2,否
49,SYNUSDT,2026-02-01 01:00:00,0.0961,435921.41,2026-02-01 01:00:00,0.093357,423478.82,4536122.85095107,-12442.585,-2.8543,阶段低点止损,0,否
50,RADUSDT,2026-02-01 08:00:00,0.315,430322.24,2026-02-01 09:00:00,0.30492,416551.93,1366102.35788992,-13770.3118,-3.2,阶段低点止损,1,否
51,SYNUSDT,2026-02-01 13:00:00,0.0909,424125.6,2026-02-01 17:00:00,0.0923,430657.79,4665848.21166048,6532.1875,1.5402,MA5首次上升止损,4,否
52,EDUUSDT,2026-02-01 17:00:00,0.1555,427275.05,2026-02-01 18:00:00,0.15725,432083.61,2747749.51757433,4808.5617,1.1254,MA5首次上升止损,1,否
53,NXPCUSDT,2026-02-01 22:00:00,0.3762,429228.94,2026-02-01 23:00:00,0.369171,421209.14,1140959.43529605,-8019.8039,-1.8684,阶段低点止损,1,否
54,RIFUSDT,2026-02-02 01:00:00,0.0379,430169.24,2026-02-02 07:00:00,0.0382,433574.28,11350111.9181293,3405.0336,0.7916,MA5首次上升止损,6,否
55,AWEUSDT,2026-02-02 00:00:00,0.05389,212810.01,2026-02-02 08:00:00,0.05764,227618.65,3948970.38241381,14808.6389,6.9586,阶段止盈,8,是
56,ARDRUSDT,2026-02-02 08:00:00,0.06082,437494.65,2026-02-02 08:00:00,0.0595881,428633.26,7193269.42382521,-8861.3886,-2.0255,阶段低点止损,0,否
57,AWEUSDT,2026-02-02 00:00:00,0.05389,212810.01,2026-02-02 11:00:00,0.055815,220411.78,3948970.38241381,7601.768,3.5721,阶段止盈后止损,11,否
58,DCRUSDT,2026-02-02 17:00:00,18.96,433249.35,2026-02-02 19:00:00,19.05,435305.91,22850.70417554,2056.5634,0.4747,MA5首次上升止损,2,否
59,DCRUSDT,2026-02-03 09:00:00,19.02,434174.8,2026-02-03 13:00:00,19.09,435772.71,22827.27679744,1597.9094,0.368,MA5首次上升止损,4,否
60,KITEUSDT,2026-02-03 14:00:00,0.1469,434893.86,2026-02-03 16:00:00,0.143649,425269.36,2960475.58819864,-9624.5061,-2.2131,阶段低点止损,2,否
61,RIFUSDT,2026-02-03 17:00:00,0.0414,429557.94,2026-02-03 21:00:00,0.0416,431633.1,10375795.71509023,2075.1591,0.4831,MA5首次上升止损,4,否
62,ZILUSDT,2026-02-03 23:00:00,0.00635,437191.05,2026-02-03 23:00:00,0.0062469,430092.72,68848984.95827168,-7098.3303,-1.6236,阶段低点止损,0,否
63,AWEUSDT,2026-02-03 16:00:00,0.05821,433295.21,2026-02-04 01:00:00,0.05999,446544.91,7443655.8510351,13249.7074,3.0579,MA5下跌破线,9,否
64,GASUSDT,2026-02-04 01:00:00,1.912,439389.73,2026-02-04 01:00:00,1.88892,434085.8,229806.34649161,-5303.9305,-1.2071,阶段低点止损,0,否
65,C98USDT,2026-02-04 02:00:00,0.0249,431878.01,2026-02-04 02:00:00,0.024552,425842.12,17344498.34232376,-6035.8854,-1.3976,阶段低点止损,0,否
66,STXUSDT,2026-02-04 03:00:00,0.3,214580.93,2026-02-04 04:00:00,0.3255,232820.31,715269.76713909,18239.3791,8.5,阶段止盈,1,是
67,ZILUSDT,2026-02-04 04:00:00,0.00571,434891.17,2026-02-04 04:00:00,0.0056133,427526.2,76163077.25363183,-7364.9696,-1.6935,阶段低点止损,0,否
68,STXUSDT,2026-02-04 03:00:00,0.3,214580.93,2026-02-04 06:00:00,0.3109,222377.37,715269.76713909,7796.4405,3.6333,阶段止盈后止损,3,否
69,ZILUSDT,2026-02-04 07:00:00,0.0054,437563.74,2026-02-04 08:00:00,0.0053163,430781.5,81030322.73379631,-6782.238,-1.55,阶段低点止损,1,否
70,STXUSDT,2026-02-04 10:00:00,0.3023,434511.74,2026-02-04 13:00:00,0.29601,425470.79,1437352.74778939,-9040.9488,-2.0807,阶段低点止损,3,否
71,PORTOUSDT,2026-02-04 19:00:00,1.106,430443.31,2026-02-04 21:00:00,1.09197,424982.98,389189.24837623,-5460.3252,-1.2685,阶段低点止损,2,否
72,MORPHOUSDT,2026-02-04 22:00:00,1.292,427986.16,2026-02-04 23:00:00,1.27908,423706.3,331258.63961648,-4279.8616,-1.0,阶段低点止损,1,否
73,GPSUSDT,2026-02-05 00:00:00,0.00857,428130.07,2026-02-05 00:00:00,0.0083952,419397.61,49956833.79382632,-8732.4545,-2.0397,阶段低点止损,0,否
74,DCRUSDT,2026-02-04 23:00:00,19.54,427986.16,2026-02-05 03:00:00,19.815,434009.51,21903.07893472,6023.3467,1.4074,MA5首次上升止损,4,否
75,EDUUSDT,2026-02-05 06:00:00,0.1692,424841.13,2026-02-05 09:00:00,0.166122,417112.63,2510881.36008103,-7728.4928,-1.8191,阶段低点止损,3,否
76,RIFUSDT,2026-02-05 09:00:00,0.0423,421564.43,2026-02-05 09:00:00,0.041778,416362.14,9966062.07921523,-5202.2844,-1.234,阶段低点止损,0,否
77,AWEUSDT,2026-02-05 10:00:00,0.06221,419022.28,2026-02-05 11:00:00,0.062955,424040.31,6735609.65072262,5018.0292,1.1976,MA5首次上升止损,1,否
78,KITEUSDT,2026-02-05 12:00:00,0.1478,421280.39,2026-02-05 13:00:00,0.145035,413399.2,2850340.93035764,-7881.1927,-1.8708,阶段低点止损,1,否
79,RLUSDUSDT,2026-02-05 13:00:00,1.0016,423204.37,2026-02-05 16:00:00,1.0015,423162.12,422528.32431594,-42.2528,-0.01,MA5下跌破线,3,否
80,USDCUSDT,2026-02-05 18:00:00,1.0014,417714.84,2026-02-05 22:00:00,1.0014,417714.84,417130.8558315,0.0,0.0,MA5下跌破线,4,否
81,RLUSDUSDT,2026-02-05 19:00:00,1.0013,417752.38,2026-02-05 22:00:00,1.00145,417814.96,417210.00779656,62.5815,0.015,MA5首次上升止损,3,否
82,ENSOUSDT,2026-02-06 03:00:00,1.313,417743.0,2026-02-06 04:00:00,1.28304,408210.95,318159.17799329,-9532.049,-2.2818,阶段低点止损,1,否
83,AWEUSDT,2026-02-06 04:00:00,0.06393,418458.86,2026-02-06 04:00:00,0.0627363,410645.4,6545578.89653806,-7813.4575,-1.8672,阶段低点止损,0,否
84,DCRUSDT,2026-02-07 02:00:00,21.95,409937.52,2026-02-07 04:00:00,22.22,414980.03,18675.96914713,5042.5117,1.2301,MA5下跌破线,2,否
85,ENSOUSDT,2026-02-07 05:00:00,1.359,206103.33,2026-02-07 08:00:00,1.479,224302.3,151658.07690615,18198.9692,8.83,阶段止盈,3,是
86,GPSUSDT,2026-02-07 06:00:00,0.00932,414390.53,2026-02-07 08:00:00,0.0090684,403203.76,44462503.14789204,-11186.7658,-2.6996,阶段低点止损,2,否
87,ENSOUSDT,2026-02-07 05:00:00,1.359,206103.33,2026-02-07 10:00:00,1.4325,217250.2,151658.07690615,11146.8687,5.4084,阶段止盈后止损,5,否
88,BARDUSDT,2026-02-07 09:00:00,0.774,425394.33,2026-02-07 13:00:00,0.7802,428801.88,549605.07282271,3407.5515,0.801,MA5上升后止损,4,否
89,LQTYUSDT,2026-02-07 15:00:00,0.342,421911.63,2026-02-07 15:00:00,0.33858,417692.52,1233659.74743941,-4219.1163,-1.0,阶段低点止损,0,否
90,AWEUSDT,2026-02-07 16:00:00,0.07261,420013.03,2026-02-07 21:00:00,0.07392,427590.74,5784506.69705233,7577.7038,1.8042,MA5首次上升止损,5,否
91,PARTIUSDT,2026-02-07 18:00:00,0.0955,422459.88,2026-02-07 23:00:00,0.0961,425114.08,4423663.63985155,2654.1982,0.6283,MA5首次上升止损,5,否
92,GPSUSDT,2026-02-08 02:00:00,0.00927,212308.69,2026-02-08 03:00:00,0.00992,227195.5,22902771.69113495,14886.8016,7.0119,阶段止盈,1,是
93,GPSUSDT,2026-02-08 02:00:00,0.00927,212308.69,2026-02-08 08:00:00,0.01019,233379.24,22902771.69113495,21070.55,9.9245,MA5下跌破线,6,否
94,AWEUSDT,2026-02-08 10:00:00,0.07365,441247.31,2026-02-08 10:00:00,0.0724086,433809.91,5991137.9564951,-7437.3987,-1.6855,阶段低点止损,0,否
95,LAUSDT,2026-02-08 11:00:00,0.2667,437825.63,2026-02-08 11:00:00,0.260865,428246.65,1641640.90204533,-9578.9747,-2.1879,阶段低点止损,0,否
96,THEUSDT,2026-02-08 09:00:00,0.265,440798.2,2026-02-08 13:00:00,0.2661,442627.92,1663389.41642803,1829.7284,0.4151,MA5上升后止损,4,否
97,LAUSDT,2026-02-08 14:00:00,0.2542,443250.49,2026-02-08 15:00:00,0.250767,437264.34,1743707.65258889,-5986.1484,-1.3505,阶段低点止损,1,否
98,DCRUSDT,2026-02-08 12:00:00,23.22,435610.96,2026-02-08 18:00:00,23.77,445929.05,18760.161957,10318.0891,2.3686,MA5首次上升止损,6,否
99,BREVUSDT,2026-02-08 16:00:00,0.163,440641.14,2026-02-08 18:00:00,0.1637,442533.46,2703319.87269816,1892.3239,0.4294,MA5首次上升止损,2,否
100,HEMIUSDT,2026-02-08 19:00:00,0.01184,436765.12,2026-02-08 20:00:00,0.01175,433445.12,36888946.30038302,-3320.0052,-0.7601,MA5下跌破线,1,否
101,JSTUSDT,2026-02-09 01:00:00,0.04242,435271.12,2026-02-09 04:00:00,0.04262,437323.32,10260988.25722229,2052.1977,0.4715,MA5下跌破线,3,否
102,BREVUSDT,2026-02-09 02:00:00,0.1598,436841.05,2026-02-09 05:00:00,0.1599,437114.42,2733673.67380929,273.3674,0.0626,MA5上升后止损,3,否
103,HBARUSDT,2026-02-09 06:00:00,0.09128,434462.86,2026-02-09 07:00:00,0.09149,435462.4,4759672.04160588,999.5311,0.2301,MA5首次上升止损,1,否
104,PARTIUSDT,2026-02-09 08:00:00,0.1044,435644.11,2026-02-09 09:00:00,0.10505,438356.45,4172836.28802864,2712.3436,0.6226,MA5首次上升止损,1,否
105,AWEUSDT,2026-02-09 05:00:00,0.07552,438408.89,2026-02-09 10:00:00,0.076175,442211.29,5805202.41645001,3802.4076,0.8673,MA5首次上升止损,5,否
106,PYRUSDT,2026-02-09 10:00:00,0.365,441410.14,2026-02-09 10:00:00,0.35739,432207.04,1209342.83993567,-9203.099,-2.0849,阶段低点止损,0,否
107,DUSKUSDT,2026-02-09 13:00:00,0.118,435557.66,2026-02-09 13:00:00,0.114939,424259.0,3691166.59838059,-11298.661,-2.5941,阶段低点止损,0,否
108,THEUSDT,2026-02-09 14:00:00,0.2652,430473.26,2026-02-09 15:00:00,0.261657,424722.26,1623202.34230004,-5751.0059,-1.336,阶段低点止损,1,否
109,DUSKUSDT,2026-02-09 16:00:00,0.1131,427885.31,2026-02-09 16:00:00,0.110286,417239.25,3783247.64388616,-10646.0589,-2.4881,阶段低点止损,0,否
110,ASTERUSDT,2026-02-09 17:00:00,0.61,423094.58,2026-02-09 18:00:00,0.60093,416803.65,693597.67546241,-6290.9309,-1.4869,阶段低点止损,1,否
111,GNOUSDT,2026-02-09 18:00:00,124.37,421846.11,2026-02-09 18:00:00,122.76,416385.21,3391.8638435,-5460.9008,-1.2945,阶段低点止损,0,否
112,DUSKUSDT,2026-02-09 19:00:00,0.107,417806.26,2026-02-09 21:00:00,0.10494,409762.51,3904731.38098182,-8043.7466,-1.9252,阶段低点止损,2,否
113,COWUSDT,2026-02-09 21:00:00,0.1705,212505.24,2026-02-09 21:00:00,0.177,220606.62,1246365.06499404,8101.3729,3.8123,阶段止盈,0,是
114,COWUSDT,2026-02-09 21:00:00,0.1705,212505.24,2026-02-09 21:00:00,0.16731,208529.34,1246365.06499404,-3975.9046,-1.871,阶段低点止损,0,否
115,SKYUSDT,2026-02-09 22:00:00,0.06633,208021.52,2026-02-10 00:00:00,0.06823,213980.22,3136160.3538308,5958.7047,2.8645,阶段止盈,2,是
116,SKYUSDT,2026-02-09 22:00:00,0.06633,208021.52,2026-02-10 08:00:00,0.06938,217586.81,3136160.3538308,9565.2891,4.5982,MA5下跌破线,10,否
117,LQTYUSDT,2026-02-10 09:00:00,0.352,428220.35,2026-02-10 10:00:00,0.353,429436.89,1216535.09310556,1216.5351,0.2841,MA5下跌破线,1,否
118,GUNUSDT,2026-02-10 11:00:00,0.02858,432661.44,2026-02-10 11:00:00,0.0282447,427585.46,15138608.6721276,-5075.9755,-1.1732,阶段低点止损,0,否
119,ATMUSDT,2026-02-10 04:00:00,0.882,211987.19,2026-02-10 13:00:00,0.966,232176.45,240348.28915761,20189.2563,9.5238,阶段止盈,9,是
120,ALLOUSDT,2026-02-10 12:00:00,0.0621,426483.6,2026-02-10 13:00:00,0.0635,436098.37,6867690.89525861,9614.7673,2.2544,MA5下跌破线,1,否
121,GNOUSDT,2026-02-10 14:00:00,125.42,447682.7,2026-02-10 14:00:00,124.2648,443559.25,3569.46818497,-4123.4496,-0.9211,阶段低点止损,0,否
122,BATUSDT,2026-02-10 15:00:00,0.1268,449937.1,2026-02-10 18:00:00,0.1272,451356.46,3548399.8672063,1419.3599,0.3155,MA5下跌破线,3,否
123,JSTUSDT,2026-02-10 19:00:00,0.0433,487781.73,2026-02-10 20:00:00,0.0427977,482123.24,11265166.98151167,-5658.4934,-1.16,阶段低点止损,1,否
124,EURUSDT,2026-02-10 21:00:00,1.1894,478854.16,2026-02-11 00:00:00,1.1893,478813.9,402601.44711927,-40.2601,-0.0084,MA5下跌破线,3,否
125,ATMUSDT,2026-02-10 04:00:00,0.882,211987.19,2026-02-11 02:00:00,1.369,329036.81,240348.28915761,117049.6168,55.2154,MA5下跌破线,22,否
126,BARDUSDT,2026-02-11 01:00:00,0.8186,487380.43,2026-02-11 02:00:00,0.8191,487678.12,595382.88030551,297.6914,0.0611,MA5下跌破线,1,否
127,BANANAS31USDT,2026-02-11 04:00:00,0.004405,483345.28,2026-02-11 05:00:00,0.00427779,469386.97,109726510.68082212,-13958.3094,-2.8879,阶段低点止损,1,否
128,AEURUSDT,2026-02-11 03:00:00,1.1916,483728.9,2026-02-11 07:00:00,1.1892,482754.62,405949.06127217,-974.2777,-0.2014,MA5下跌破线,4,否
129,EURUSDT,2026-02-11 08:00:00,1.1888,237927.1,2026-02-11 13:00:00,1.1921,238587.56,200140.55994318,660.4638,0.2776,阶段止盈,5,是
130,AWEUSDT,2026-02-11 06:00:00,0.07993,238559.42,2026-02-11 15:00:00,0.08467,252706.45,2984604.30021034,14147.0244,5.9302,阶段止盈,9,是
131,AWEUSDT,2026-02-11 06:00:00,0.07993,238559.42,2026-02-11 18:00:00,0.082085,244991.24,2984604.30021034,6431.8223,2.6961,阶段止盈后止损,12,否
132,EURUSDT,2026-02-11 08:00:00,1.1888,237927.1,2026-02-11 19:00:00,1.1908,238327.38,200140.55994318,400.2811,0.1682,MA5下跌破线,11,否
133,KITEUSDT,2026-02-11 16:00:00,0.1809,489740.44,2026-02-11 20:00:00,0.17721,479750.71,2707244.01885199,-9989.7304,-2.0398,阶段低点止损,4,否
134,ATMUSDT,2026-02-11 20:00:00,1.233,484919.66,2026-02-11 20:00:00,1.20879,475398.25,393284.3987837,-9521.4153,-1.9635,阶段低点止损,0,否
135,RIFUSDT,2026-02-11 21:00:00,0.0408,477967.04,2026-02-11 23:00:00,0.040095,469708.05,11714878.37836202,-8258.9893,-1.7279,阶段低点止损,2,否
136,ATMUSDT,2026-02-12 00:00:00,1.177,474605.81,2026-02-12 01:00:00,1.188,479041.37,403233.48061533,4435.5683,0.9346,MA5下跌破线,1,否
137,JUVUSDT,2026-02-11 22:00:00,0.602,475331.19,2026-02-12 04:00:00,0.6025,475725.98,789586.69468777,394.7933,0.0831,MA5首次上升止损,6,否
138,ATMUSDT,2026-02-12 04:00:00,1.149,476601.81,2026-02-12 05:00:00,1.13454,470603.85,414797.0517087,-5997.9654,-1.2585,阶段低点止损,1,否
139,ZROUSDT,2026-02-12 05:00:00,2.27,476984.13,2026-02-12 06:00:00,2.21661,465765.55,210125.16802942,-11218.5827,-2.352,阶段低点止损,1,否
140,STGUSDT,2026-02-12 08:00:00,0.1829,470728.31,2026-02-12 09:00:00,0.178299,458886.75,2573692.23152472,-11841.558,-2.5156,阶段低点止损,1,否
141,NILUSDT,2026-02-12 07:00:00,0.0514,468676.71,2026-02-12 14:00:00,0.0523,476883.11,9118223.90597328,8206.4015,1.751,MA5首次上升止损,7,否
142,ZROUSDT,2026-02-12 10:00:00,2.076,465809.93,2026-02-12 15:00:00,2.0995,471082.82,224378.57810254,5272.8966,1.132,MA5首次上升止损,5,否
143,COWUSDT,2026-02-12 16:00:00,0.192,469413.69,2026-02-12 17:00:00,0.189486,463267.31,2444862.97828969,-6146.3855,-1.3094,阶段低点止损,1,否
144,BERAUSDT,2026-02-12 17:00:00,0.769,467323.33,2026-02-12 21:00:00,0.811,492846.85,607702.64497423,25523.5111,5.4616,MA5首次上升止损,4,否
145,DYMUSDT,2026-02-12 18:00:00,0.0471,477039.53,2026-02-12 21:00:00,0.046035,466252.97,10128227.88903057,-10786.5627,-2.2611,阶段低点止损,3,否
146,ALLOUSDT,2026-02-12 22:00:00,0.0773,473279.45,2026-02-12 23:00:00,0.075933,464909.81,6122631.89027782,-8369.6378,-1.7684,阶段低点止损,1,否
147,ZBTUSDT,2026-02-12 23:00:00,0.0709,471626.33,2026-02-13 00:00:00,0.069993,465592.98,6651993.43452892,-6033.358,-1.2793,阶段低点止损,1,否
148,RONINUSDT,2026-02-13 00:00:00,0.1045,468315.75,2026-02-13 00:00:00,0.103059,461857.92,4481490.42385604,-6457.8277,-1.3789,阶段低点止损,0,否
149,BERAUSDT,2026-02-13 01:00:00,0.732,463892.07,2026-02-13 02:00:00,0.71478,452979.2,633732.34224798,-10912.8709,-2.3525,阶段低点止损,1,否
150,XPLUSDT,2026-02-13 02:00:00,0.0879,461895.82,2026-02-13 04:00:00,0.088,462421.3,5254787.45901521,525.4787,0.1138,MA5下跌破线,2,否
151,ZBTUSDT,2026-02-13 03:00:00,0.0699,457089.56,2026-02-13 04:00:00,0.0699,457089.56,6539192.5482145,0.0,0.0,MA5下跌破线,1,否
152,CVXUSDT,2026-02-13 05:00:00,1.907,459217.75,2026-02-13 08:00:00,1.913,460662.59,240806.37023655,1444.8382,0.3146,MA5首次上升止损,3,否
153,ASTERUSDT,2026-02-13 06:00:00,0.694,460518.1,2026-02-13 11:00:00,0.714,473789.52,663570.75279593,13271.4151,2.8818,MA5下跌破线,5,否
154,TNSRUSDT,2026-02-13 09:00:00,0.0542,466735.88,2026-02-13 12:00:00,0.05346,460363.47,8611363.14635002,-6372.4087,-1.3653,阶段低点止损,3,否
155,MEUSDT,2026-02-13 12:00:00,0.1574,465840.06,2026-02-13 13:00:00,0.155034,458837.66,2959593.78663213,-7002.3989,-1.5032,阶段低点止损,1,否
156,DOLOUSDT,2026-02-13 13:00:00,0.0366,466568.38,2026-02-13 14:00:00,0.0361548,460893.08,12747770.0693694,-5675.3072,-1.2164,阶段低点止损,1,否
157,ACHUSDT,2026-02-13 14:00:00,0.00777,460108.22,2026-02-13 19:00:00,0.007835,463957.26,59215987.56886688,3849.0392,0.8366,MA5首次上升止损,5,否
