序号,交易对,买入时间,买入价,买入额,卖出时间,卖出价,卖出额,数量,盈亏(USDT),收益率(%),退出原因,持仓周期,是否半仓
1,OMUSDT,2025-04-10 21:00:00,6.6104,450000.0,2025-04-10 21:00:00,6.6079,449829.81,68074.54919521,-170.1864,-0.0378,阶段低点止损,0,否
2,OMUSDT,2025-04-10 22:00:00,6.425,449923.42,2025-04-10 22:00:00,6.4109,448936.04,70026.99083769,-987.3806,-0.2195,阶段低点止损,0,否
3,OMUSDT,2025-04-10 23:00:00,6.4377,449479.09,2025-04-10 23:00:00,6.4089,447468.28,69819.82616079,-2010.811,-0.4474,阶段低点止损,0,否
4,CRVUSDT,2025-04-23 16:00:00,0.6742,449967.96,2025-04-23 16:00:00,0.6699,447098.09,667410.20296049,-2869.8639,-0.6378,阶段低点止损,0,否
5,OSMOUSDT,2025-04-23 17:00:00,0.2418,449141.1,2025-04-23 18:00:00,0.2409,447469.36,1857490.05953601,-1671.7411,-0.3722,阶段低点止损,1,否
6,STXUSDT,2025-04-23 19:00:00,0.806,450943.98,2025-04-23 21:00:00,0.797,445908.63,559483.84936209,-5035.3546,-1.1166,阶段低点止损,2,否
7,MLNUSDT,2025-04-23 15:00:00,8.69,448574.23,2025-04-23 23:00:00,8.785,453478.09,51619.58917471,4903.861,1.0932,MA5首次上升止损,8,否
8,SPELLUSDT,2025-04-23 22:00:00,0.0005792,447052.06,2025-04-23 23:00:00,0.0005785,446511.77,771844019.2281145,-540.2908,-0.1209,阶段低点止损,1,否
9,LPTUSDT,2025-04-24 00:00:00,5.242,446228.2,2025-04-24 00:00:00,5.214,443844.69,85125.56365751,-2383.5158,-0.5341,阶段低点止损,0,否
10,JSTUSDT,2025-04-24 01:00:00,0.03151,445155.62,2025-04-24 05:00:00,0.03156,445861.99,14127439.62521634,706.372,0.1587,MA5首次上升止损,4,否
11,IMXUSDT,2025-04-24 02:00:00,0.597,445346.34,2025-04-24 05:00:00,0.587,437886.61,745973.77391207,-7459.7377,-1.675,阶段低点止损,3,否
12,VIRTUALUSDT,2025-04-24 07:00:00,0.7339,443612.49,2025-04-24 07:00:00,0.7251,438293.25,604459.04245766,-5319.2396,-1.1991,阶段低点止损,0,否
13,VIRTUALUSDT,2025-04-24 08:00:00,0.7263,441445.48,2025-04-24 08:00:00,0.722,438831.94,607800.47147233,-2613.542,-0.592,阶段低点止损,0,否
14,KAVAUSDT,2025-04-24 06:00:00,0.4389,442116.61,2025-04-24 09:00:00,0.44175,444987.5,1007328.79471299,2870.8871,0.6494,MA5首次上升止损,3,否
15,COOKIEUSDT,2025-04-24 09:00:00,0.1215,441130.65,2025-04-24 09:00:00,0.1204,437136.88,3630704.97644064,-3993.7755,-0.9053,阶段低点止损,0,否
16,PENGUUSDT,2025-04-24 10:00:00,0.006473,438041.56,2025-04-24 10:00:00,0.006452,436620.44,67672108.21797928,-1421.1143,-0.3244,阶段低点止损,0,否
17,ADAUSDT,2025-04-24 11:00:00,0.686,437402.06,2025-04-24 11:00:00,0.686,437402.06,637612.32517831,0.0,0.0,阶段低点止损,0,否
18,COOKIEUSDT,2025-04-24 12:00:00,0.1168,437402.06,2025-04-24 12:00:00,0.1166,436653.08,3744880.60849589,-748.9761,-0.1712,阶段低点止损,0,否
19,SANDUSDT,2025-04-24 13:00:00,0.2893,437065.02,2025-04-24 13:00:00,0.2892,436913.94,1510767.42418789,-151.0767,-0.0346,阶段低点止损,0,否
20,AAVEUSDT,2025-04-24 14:00:00,164.15,436997.03,2025-04-24 14:00:00,164.14,436970.41,2662.18112265,-26.6218,-0.0061,阶段低点止损,0,否
21,APTUSDT,2025-04-24 15:00:00,5.267,436985.05,2025-04-24 15:00:00,5.264,436736.15,82966.59416526,-248.8998,-0.057,阶段低点止损,0,否
22,WOOUSDT,2025-04-24 16:00:00,0.0672,436873.05,2025-04-24 16:00:00,0.067,435572.83,6501087.00247458,-1300.2174,-0.2976,阶段低点止损,0,否
23,1000CHEEMSUSDT,2025-04-24 17:00:00,0.001448,436287.95,2025-04-24 18:00:00,0.001441,434178.82,301303832.0000478,-2109.1268,-0.4834,阶段低点止损,1,否
