序号,交易对,买入时间,买入价,买入额,卖出时间,卖出价,卖出额,数量,盈亏(USDT),收益率(%),退出原因,持仓周期,是否半仓
1,OMUSDT,2025-02-01 01:00:00,5.2591,400000.0,2025-02-01 01:00:00,5.2525,399498.01,76058.64121237,-501.987,-0.1255,阶段低点止损,0,否
2,OMUSDT,2025-02-05 06:00:00,5.7135,399799.21,2025-02-05 13:00:00,5.8496,409322.73,69974.48239909,9523.5271,2.3821,MA5下跌破线,7,否
3,OMUSDT,2025-02-08 06:00:00,5.9754,403608.62,2025-02-08 06:00:00,5.9637,402818.34,67545.03732118,-790.2769,-0.1958,阶段低点止损,0,否
4,OMUSDT,2025-02-11 01:00:00,6.0587,403292.51,2025-02-11 02:00:00,6.0444,402340.64,66564.19780388,-951.868,-0.236,阶段低点止损,1,否
5,PHAUSDT,2025-02-11 07:00:00,0.1685,404059.62,2025-02-11 07:00:00,0.1681,403100.42,2397979.92132471,-959.192,-0.2374,阶段低点止损,0,否
6,OMUSDT,2025-02-11 05:00:00,6.0374,402911.76,2025-02-11 09:00:00,6.0589,404346.58,66735.97211099,1434.8234,0.3561,MA5首次上升止损,4,否
7,TNSRUSDT,2025-02-11 18:00:00,0.3468,403102.01,2025-02-11 18:00:00,0.3461,402288.37,1162347.2047164,-813.643,-0.2018,阶段低点止损,0,否
8,CVCUSDT,2025-02-11 21:00:00,0.118,402776.55,2025-02-11 21:00:00,0.1175,401069.87,3413360.62185023,-1706.6803,-0.4237,阶段低点止损,0,否
9,SUNUSDT,2025-02-12 01:00:00,0.01974,402093.88,2025-02-12 01:00:00,0.01973,401890.19,20369497.53059557,-203.695,-0.0507,阶段低点止损,0,否
10,FUNUSDT,2025-02-12 06:00:00,0.00299,402012.4,2025-02-12 06:00:00,0.002962,398247.74,134452308.78389102,-3764.6646,-0.9365,阶段低点止损,0,否
11,ADXUSDT,2025-02-12 12:00:00,0.152,400506.54,2025-02-12 12:00:00,0.1517,399716.06,2634911.43029904,-790.4734,-0.1974,阶段低点止损,0,否
12,OGUSDT,2025-02-12 19:00:00,3.684,400190.35,2025-02-12 21:00:00,3.6995,401874.1,108629.301855,1683.7542,0.4207,MA5首次上升止损,2,否
13,IDEXUSDT,2025-02-13 00:00:00,0.04358,400863.85,2025-02-13 00:00:00,0.04351,400219.97,9198344.4172859,-643.8841,-0.1606,阶段低点止损,0,否
14,KAVAUSDT,2025-02-13 12:00:00,0.4943,400606.3,2025-02-13 12:00:00,0.4899,397040.31,810451.74198186,-3565.9877,-0.8901,阶段低点止损,0,否
15,USTCUSDT,2025-02-13 19:00:00,0.01873,399179.9,2025-02-13 19:00:00,0.01867,397901.16,21312327.86950067,-1278.7397,-0.3203,阶段低点止损,0,否
16,QNTUSDT,2025-02-14 07:00:00,91.2,398668.41,2025-02-14 07:00:00,91.0,397794.13,4371.3640913,-874.2728,-0.2193,阶段低点止损,0,否
17,XVSUSDT,2025-02-14 16:00:00,7.87,398318.7,2025-02-14 16:00:00,7.84,396800.33,50612.28665814,-1518.3686,-0.3812,阶段低点止损,0,否
18,NEXOUSDT,2025-02-15 07:00:00,1.368,397711.35,2025-02-15 07:00:00,1.366,397129.9,290724.66999976,-581.4493,-0.1462,阶段低点止损,0,否
19,AVAXUSDT,2025-02-15 18:00:00,26.23,397478.77,2025-02-15 18:00:00,26.2,397024.16,15153.59393152,-454.6078,-0.1144,阶段低点止损,0,否
20,TUSDUSDT,2025-02-16 07:00:00,0.9984,397296.93,2025-02-16 08:00:00,0.9983,397257.13,397933.61948768,-39.7934,-0.01,MA5下跌破线,1,否
21,WINUSDT,2025-02-16 21:00:00,7.996e-05,397281.01,2025-02-16 21:00:00,7.962e-05,395591.72,4968496852.822911,-1689.2889,-0.4252,阶段低点止损,0,否
22,CAKEUSDT,2025-02-17 13:00:00,2.736,396605.29,2025-02-17 13:00:00,2.718,393996.05,144958.07484639,-2609.2453,-0.6579,阶段低点止损,0,否
23,TRXUSDT,2025-02-18 05:00:00,0.24,396545.12,2025-02-18 06:00:00,0.2393,395388.53,1652271.33322201,-1156.5899,-0.2917,MA5下跌破线,1,否
24,RONINUSDT,2025-02-18 04:00:00,1.287,395561.59,2025-02-18 07:00:00,1.301,399864.52,307351.6663876,4302.9233,1.0878,MA5首次上升止损,3,否
25,CVCUSDT,2025-02-19 00:00:00,0.1286,396820.13,2025-02-19 00:00:00,0.1281,395277.28,3085693.06375825,-1542.8465,-0.3888,阶段低点止损,0,否
26,ACHUSDT,2025-02-19 18:00:00,0.03421,396202.99,2025-02-19 18:00:00,0.03415,395508.1,11581496.328166,-694.8898,-0.1754,阶段低点止损,0,否
27,ARKUSDT,2025-02-20 11:00:00,0.4982,395925.03,2025-02-20 11:00:00,0.4951,393461.43,794711.02664529,-2463.6042,-0.6222,阶段低点止损,0,否
28,ZECUSDT,2025-02-21 04:00:00,36.64,394939.59,2025-02-21 05:00:00,36.47,393107.18,10778.91899022,-1832.4162,-0.464,阶段低点止损,1,否
29,DEXEUSDT,2025-02-21 05:00:00,19.008,395500.1,2025-02-21 05:00:00,18.852,392254.2,20807.03364842,-3245.8972,-0.8207,阶段低点止损,0,否
30,WINUSDT,2025-02-22 00:00:00,7.851e-05,392908.27,2025-02-22 01:00:00,7.826e-05,391657.13,5004563322.00543,-1251.1408,-0.3184,阶段低点止损,1,否
31,JSTUSDT,2025-02-22 01:00:00,0.03411,393208.54,2025-02-22 01:00:00,0.0341,393093.26,11527661.68894655,-115.2766,-0.0293,阶段低点止损,0,否
32,PROMUSDT,2025-02-22 23:00:00,6.053,392333.85,2025-02-22 23:00:00,6.05,392139.4,64816.42948448,-194.4493,-0.0496,阶段低点止损,0,否
33,IQUSDT,2025-02-22 22:00:00,0.005635,392361.7,2025-02-23 00:00:00,0.005652,393545.4,69629405.40047738,1183.6999,0.3017,MA5首次上升止损,2,否
34,REZUSDT,2025-02-23 21:00:00,0.01715,392757.4,2025-02-23 22:00:00,0.01709,391383.32,22901306.10338379,-1374.0784,-0.3499,阶段低点止损,1,否
35,DIAUSDT,2025-02-23 22:00:00,0.5512,393123.82,2025-02-23 22:00:00,0.5503,392481.93,713214.47853898,-641.893,-0.1633,阶段低点止损,0,否
36,TFUELUSDT,2025-02-24 21:00:00,0.05188,391951.01,2025-02-24 21:00:00,0.05175,390968.87,7554953.95362908,-982.144,-0.2506,阶段低点止损,0,否
